threshold,precision,recall,f1
0.004106478078881507,0.2654364797728886,1.0,0.419517666853286
0.004283826228064324,0.265625,1.0,0.4197530864194214
0.004359364901755588,0.2658137882018479,1.0,0.4199887703534021
0.004385110740415342,0.26600284495021337,1.0,0.4202247191007916
0.004800324407015144,0.2661921708185053,1.0,0.4204609331081558
0.005412978638780382,0.26638176638176636,1.0,0.4206974128230648
0.0054279107276269615,0.26657163221667857,1.0,0.4209341586940965
0.0055122580380876805,0.26676176890156916,1.0,0.42117117117083863
0.005631103322656226,0.2669521770164168,1.0,0.42140845070389266
0.0058056114305237785,0.2671428571428571,1.0,0.42164599774487577
0.006120764105597004,0.2673338098641887,1.0,0.421883812746424
0.00619666029415873,0.2675250357653791,1.0,0.42212189616219514
0.00620046992047312,0.2677165354330709,1.0,0.4223602484468718
0.006366540527537867,0.2679083094555874,1.0,0.42259887005616387
0.006396406078397551,0.26810035842293906,1.0,0.4228377614468118
0.006495850025335245,0.2682926829268293,1.0,0.4230769230765895
0.006548255215494674,0.2684852835606604,1.0,0.4233163554043069
0.006581246253359201,0.2686781609195402,1.0,0.4235560588898133
0.007073737908369228,0.26887131560028754,1.0,0.42379603399400023
0.00712112022433168,0.26906474820143883,1.0,0.42403628117880415
0.007187690490158396,0.26925845932325415,1.0,0.4242768009072097
0.00730279373628096,0.26945244956772335,1.0,0.4245175936432524
0.007482148946175857,0.26964671953857244,1.0,0.424758659852022
0.0074990270594539315,0.2698412698412698,1.0,0.42499999999966526
0.007638682533298872,0.2700361010830325,1.0,0.4252416145533888
0.007642217333474205,0.2702312138728324,1.0,0.4254835039814625
0.00766618411256632,0.27042660882140274,1.0,0.4257256687532221
0.007883793193468392,0.2706222865412446,1.0,0.4259681093390725
0.007902469802165961,0.27081824764663287,1.0,0.42621082621049083
0.007993427803453829,0.2710144927536232,1.0,0.42645381984002934
0.008123291095707155,0.271211022480058,1.0,0.42669709070131867
0.008182099401283954,0.2714078374455733,1.0,0.42694063926907055
0.008394867540546693,0.2716049382716049,1.0,0.4271844660190815
0.00851241170956548,0.27180232558139533,1.0,0.4274285714282353
0.00854067759457751,0.272,1.0,0.42767295597450655
0.008559404509306772,0.27219796215429404,1.0,0.4279176201369634
0.00900247654591322,0.27239621267297887,1.0,0.42816256439577105
0.009007606000733954,0.2725947521865889,1.0,0.42840778923219486
0.00907108973161049,0.2727935813274982,1.0,0.42865329512860306
0.009084478554679655,0.272992700729927,1.0,0.4288990825684704
0.009218448448709534,0.2731921110299489,1.0,0.42914515203638126
0.009237189589395858,0.2733918128654971,1.0,0.42939150401803244
0.009239237466446748,0.2728602779809802,0.9973262032085561,0.4284893739226953
0.009281208863898785,0.2730600292825769,0.9973262032085561,0.4287356321835705
0.009707410637955676,0.27326007326007323,0.9973262032085561,0.4289821736626871
0.009757840433101775,0.27346041055718473,0.9973262032085561,0.4292289988489142
0.009830739324916453,0.2736610418195158,0.9973262032085561,0.42947610823224697
0.009928851009317688,0.27386196769456683,0.9973262032085561,0.4297235023038094
0.01021664078694967,0.27406318883174136,0.9973262032085561,0.42997118155585773
0.010287598908703075,0.27426470588235297,0.9973262032085561,0.430219146481784
0.010559205907422422,0.2744665194996321,0.9973262032085561,0.4304673975761185
0.010559659638679834,0.27466863033873345,0.9973262032085561,0.43071593533453434
0.010575715841788546,0.2748710390567428,0.9973262032085561,0.4309647602538496
0.010639172654799682,0.2750737463126844,0.9973262032085561,0.431213872832031
0.010740966743196315,0.27527675276752767,0.9973262032085561,0.4314632735681976
0.010995685747362507,0.275480059084195,0.9973262032085561,0.4317129629626237
0.011153490591370772,0.2756836659275684,0.9973262032085561,0.4319629415167423
0.011349165675259808,0.27588757396449703,0.9973262032085561,0.4322132097331483
0.011540373395411627,0.27609178386380456,0.9973262032085561,0.43246376811560233
0.011881392968989438,0.2762962962962963,0.9973262032085561,0.4327146171690338
0.012072705880885222,0.2765011119347665,0.9973262032085561,0.432965757399544
0.012247164893191966,0.2767062314540059,0.9973262032085561,0.43321718931441017
0.012307142259087678,0.2769116555308092,0.9973262032085561,0.43346891342208865
0.012360646562333297,0.2771173848439822,0.9973262032085561,0.4337209302322178
0.012382542958531998,0.27732342007434946,0.9973262032085561,0.4339732402556223
0.012383582963434966,0.2775297619047619,0.9973262032085561,0.43422584400431596
0.012531713753693064,0.27773641102010427,0.9973262032085561,0.43447874199150543
0.012708930390065497,0.2779433681073025,0.9973262032085561,0.4347319347315938
0.012769637947191258,0.27815063385533184,0.9973262032085561,0.43498542274018365
0.013088851893098165,0.2783582089552239,0.9973262032085561,0.4352392065340812
0.013282828453505754,0.27856609410007466,0.9973262032085561,0.43549328663129894
0.013435900661955047,0.2787742899850523,0.9973262032085561,0.43574766355106037
0.013461870645425532,0.27898279730740466,0.9973262032085561,0.43600233781380215
0.014104460723268944,0.2791916167664671,0.9973262032085561,0.43625730994117873
0.014183192448526179,0.2794007490636704,0.9973262032085561,0.4365125804560654
0.014531900707573969,0.27961019490254874,0.9973262032085561,0.4367681498825619
0.014821852084694274,0.2798199549887472,0.9973262032085561,0.4370240187459964
0.015168176358064868,0.28003003003003,0.9973262032085561,0.4372801875729284
0.01531766854850608,0.2802404207362885,0.9973262032085561,0.4375366568911532
0.015419928217941335,0.2804511278195489,0.9973262032085561,0.43779342722970427
0.015516713028186269,0.2806621519939804,0.9973262032085561,0.43805049911885857
0.015600376082272467,0.2808734939759036,0.9973262032085561,0.4383078730901388
0.0158927710579813,0.28108515448379806,0.9973262032085561,0.4385655496763177
